"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","tvtot","tvpol","ppltrst","pplfair","pplhlp","polintr","trstlgl","trstep","trstprl","prtcldes","lrscale","stfeco","stfgov","stfdem","euftf","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","aesfdrk","rlgblg","rlgdgr","dscrrce","dscrntn","dscrrlg","dscrlng","ctzcntr","ctzshipc","brncntr","cntbrthc","blgetmg","facntr","fbrncntb","mocntr","mmbrn","acetalv","imtcjob","imbleco","imwbcrm","gvrfgap","dfegcf","dfegcon","dfeghbg","admaimg","gndr","yrbrn","dvrcdeva","maritalb","eisced","edulvlb","pdwrk","crpdwk","wkhtot","uemp5yr","hinctnta","hincfel","edulvlfb","edulvlmb","ipeqopt","impsafe","ipfrule","ipudrst","impfree","ipstrgv","imptrad"
"ESS7e02_3",7,"2.3","23.11.2023",36,"ES",1,0.74798054,2.0491037,1.5326897,7,2,7,88,6,4,88,88,88,66,88,6,88,88,88,8,8,8,88,88,88,1,1,5,0,0,0,0,2,"MA",2,"MA",2,2,"MA",2,4,1,88,88,88,8,2,1,66,4,1,1978,2,6,1,0,0,2,40,1,88,3,0,0,2,2,2,2,2,2,2
"ESS7e02_3",7,"2.3","23.11.2023",38,"ES",1,0.7977688,2.0491037,1.634711,7,3,4,3,5,2,4,7,5,66,88,7,6,6,88,2,2,2,7,7,5,3,1,10,0,0,0,0,1,"66",1,"66",2,1,"66",1,12,1,7,3,3,3,2,7,6,4,2,1970,2,1,3,322,1,6,24,2,5,2,0,0,1,2,8,1,2,1,2
"ESS7e02_3",7,"2.3","23.11.2023",39,"ES",1,0.94843084,2.0491037,1.9434332,4,1,0,5,0,3,1,0,0,66,2,0,0,0,7,1,1,1,9,5,8,1,1,0,0,0,0,0,1,"66",1,"66",2,1,"66",1,3,1,7,3,88,1,2,3,9,3,2,1984,2,1,2,213,0,2,666,1,4,1,113,113,1,2,5,2,2,2,5
"ESS7e02_3",7,"2.3","23.11.2023",40,"ES",1,0.9177204,2.0491037,1.8805043,7,7,7,7,4,2,3,7,8,2,3,2,0,8,88,8,8,8,5,5,3,1,1,5,0,0,0,0,1,"66",1,"66",2,1,"66",1,3,1,3,3,4,2,3,1,66,3,2,1949,2,1,1,113,0,2,45,2,5,1,0,0,2,2,5,3,2,1,2
"ESS7e02_3",7,"2.3","23.11.2023",41,"ES",1,0.74798054,2.0491037,1.5326897,3,3,3,6,0,1,4,2,7,16,5,5,3,2,7,4,4,4,3,7,5,1,2,0,0,0,0,0,1,"66",1,"66",2,1,"66",1,9,1,3,6,5,2,2,6,5,1,1,1976,2,6,2,213,1,6,60,6,5,2,720,113,2,2,3,2,2,1,5
"ESS7e02_3",7,"2.3","23.11.2023",42,"ES",1,0.74798054,2.0491037,1.5326897,4,2,5,6,6,3,5,4,5,16,5,6,6,6,8,2,2,2,6,7,7,1,2,0,0,0,0,0,1,"66",1,"66",2,1,"66",1,12,1,8,6,6,2,3,5,7,4,1,1967,1,1,2,213,1,6,45,2,6,1,0,0,1,3,1,1,1,4,1
"ESS7e02_3",7,"2.3","23.11.2023",43,"ES",1,1.0220897,2.0491037,2.094368,5,2,4,5,2,2,4,7,7,1,5,3,6,8,7,1,1,2,7,8,6,1,1,6,0,0,0,0,1,"66",1,"66",9,1,"66",1,11,1,5,5,6,1,2,5,5,3,2,1985,2,6,6,620,1,6,30,1,4,3,0,113,1,1,6,1,1,1,1
"ESS7e02_3",7,"2.3","23.11.2023",44,"ES",1,0.7997617,2.0491037,1.6387947,7,5,5,8,3,3,3,88,4,66,2,3,2,4,5,3,3,4,5,5,2,2,1,3,0,0,0,0,1,"66",1,"66",2,1,"66",1,1,1,5,3,6,8,3,1,66,1,1,1934,2,5,1,0,0,2,40,6,4,1,0,0,1,1,1,1,1,1,2
"ESS7e02_3",7,"2.3","23.11.2023",45,"ES",1,0.7997617,2.0491037,1.6387947,6,3,6,5,6,2,1,4,3,2,2,8,3,3,5,2,2,2,6,4,8,2,2,5,0,0,0,0,1,"66",1,"66",2,1,"66",1,2,1,6,7,3,1,3,1,66,2,1,1950,1,4,2,222,0,2,45,6,5,1,113,113,1,1,3,1,1,1,4
"ESS7e02_3",7,"2.3","23.11.2023",46,"ES",1,0.95436823,2.0491037,1.9555995,7,0,5,6,3,4,0,88,0,66,88,7,88,7,88,3,3,4,88,7,3,1,1,6,0,0,0,0,1,"66",1,"66",2,1,"66",1,5,1,8,0,0,8,1,2,9,1,2,1965,2,1,1,113,0,2,80,6,3,2,0,0,1,1,2,1,1,1,1
"ESS7e02_3",7,"2.3","23.11.2023",47,"ES",1,0.9713751,2.0491037,1.9904484,1,0,4,7,5,3,4,5,4,66,5,2,2,4,9,3,3,2,2,8,5,1,2,6,0,0,0,0,1,"66",1,"66",2,1,"66",1,5,1,5,2,3,3,2,5,5,1,2,1995,2,6,4,313,0,2,666,6,88,2,421,8888,2,4,5,3,2,1,1
"ESS7e02_3",7,"2.3","23.11.2023",48,"ES",1,0.9177204,2.0491037,1.8805043,7,4,3,88,5,4,0,88,3,2,2,5,3,4,88,2,2,2,88,88,5,3,1,10,0,0,0,0,1,"66",1,"66",2,1,"66",1,4,1,88,88,5,2,3,3,8,4,2,1933,2,1,1,0,0,2,40,6,2,3,8888,8888,1,1,2,2,1,2,1
"ESS7e02_3",7,"2.3","23.11.2023",49,"ES",1,0.74798054,2.0491037,1.5326897,4,2,5,7,7,3,6,5,6,66,5,5,7,5,88,2,2,2,4,88,4,1,9,5,0,0,0,0,1,"66",1,"66",9,1,"66",1,3,1,3,3,2,4,1,3,5,3,1,1967,2,6,2,213,1,6,40,6,5,2,0,0,3,1,1,1,2,3,1
"ESS7e02_3",7,"2.3","23.11.2023",50,"ES",1,0.9102685,2.0491037,1.8652346,7,2,5,4,2,2,4,1,1,4,3,1,0,1,8,1,1,1,5,7,5,2,2,2,0,0,0,0,1,"66",1,"66",2,1,"66",1,10,2,5,4,5,1,2,5,7,2,1,1966,2,6,2,213,0,2,42,1,1,2,0,0,1,2,3,1,2,3,5
"ESS7e02_3",7,"2.3","23.11.2023",52,"ES",1,1.271339,2.0491037,2.6051056,3,2,5,6,3,3,7,5,5,66,4,3,2,2,5,2,2,2,6,7,5,3,1,7,0,0,0,0,1,"66",1,"66",2,1,"66",1,2,1,4,2,3,2,2,2,6,2,2,1978,2,1,7,720,1,6,20,2,3,2,311,311,1,1,4,2,3,1,2
"ESS7e02_3",7,"2.3","23.11.2023",53,"ES",1,1.1821326,2.0491037,2.4223123,3,2,8,6,6,1,6,8,7,99,1,1,0,9,7,2,3,3,5,7,4,2,2,1,0,0,0,0,1,"66",1,"66",2,1,"66",1,5,2,6,3,4,2,2,6,6,1,2,1996,2,6,4,313,0,2,666,6,2,2,213,213,1,2,3,2,1,1,4
"ESS7e02_3",7,"2.3","23.11.2023",54,"ES",1,0.99524975,2.0491037,2.03937,6,2,3,7,3,3,8,4,7,66,7,4,6,6,7,2,2,2,5,5,5,2,1,7,0,0,0,0,1,"66",1,"66",2,1,"66",1,5,1,5,4,5,3,2,5,5,1,1,1957,2,1,6,620,1,6,45,2,10,1,113,113,1,1,5,3,2,3,2
"ESS7e02_3",7,"2.3","23.11.2023",55,"ES",1,1.1614357,2.0491037,2.3799024,5,5,5,8,5,2,8,8,8,66,6,5,7,9,5,1,2,2,5,7,6,3,1,5,0,0,0,0,1,"66",1,"66",2,1,"66",1,8,2,10,5,0,2,3,7,7,4,2,1968,2,6,2,213,0,2,40,1,2,2,8888,0,1,1,5,2,5,2,3
"ESS7e02_3",7,"2.3","23.11.2023",56,"ES",1,1.1542102,2.0491037,2.3650966,2,1,7,4,7,3,5,6,4,4,3,4,4,5,7,1,1,1,4,5,5,2,2,0,0,0,0,0,1,"66",1,"66",2,1,"66",1,5,2,3,5,3,3,3,4,8,1,2,1998,2,6,2,213,0,2,666,6,4,2,421,113,1,4,4,3,2,3,4
"ESS7e02_3",7,"2.3","23.11.2023",59,"ES",1,1.1168365,2.0491037,2.288514,4,1,0,1,3,4,2,0,0,2,4,0,0,3,5,3,3,3,4,88,3,2,1,7,0,0,0,0,1,"66",1,"66",2,1,"66",1,11,3,1,1,1,8,1,7,10,3,2,1960,2,1,1,0,0,2,16,1,1,4,0,0,1,3,5,5,2,2,3
"ESS7e02_3",7,"2.3","23.11.2023",60,"ES",1,1.1168365,2.0491037,2.288514,7,2,5,9,9,2,7,0,3,2,2,1,0,8,8,8,8,8,88,7,88,2,1,10,0,0,0,0,1,"66",1,"66",2,1,"66",1,9,2,7,88,88,2,3,1,66,1,2,1933,2,5,1,0,0,2,50,6,1,2,0,0,2,2,1,2,2,1,1
"ESS7e02_3",7,"2.3","23.11.2023",61,"ES",1,0.97328454,2.0491037,1.994361,3,1,5,3,2,4,1,88,0,66,88,1,1,5,1,4,4,4,0,88,88,2,1,10,0,0,1,0,1,"66",1,"66",1,1,"66",1,8,2,1,1,1,8,1,7,8,4,1,1950,2,1,1,0,0,2,888,1,1,4,0,0,2,2,1,2,1,1,1
"ESS7e02_3",7,"2.3","23.11.2023",62,"ES",1,1.1821326,2.0491037,2.4223123,2,1,5,4,6,3,4,5,4,66,6,1,6,5,6,2,2,3,3,5,3,4,2,5,0,0,0,0,1,"66",1,"66",2,1,"66",2,3,1,3,3,3,3,1,7,9,3,2,1989,2,6,3,322,1,6,36,1,4,3,213,213,1,1,1,1,1,1,3
"ESS7e02_3",7,"2.3","23.11.2023",64,"ES",1,0.97328454,2.0491037,1.994361,3,3,5,6,5,2,88,88,88,77,5,7,6,7,5,8,1,1,7,7,77,2,2,2,0,0,0,0,1,"66",1,"66",2,1,"66",1,9,2,5,5,6,3,2,2,6,1,1,1943,2,5,1,113,0,2,888,6,77,2,0,0,2,2,4,3,3,3,3
"ESS7e02_3",7,"2.3","23.11.2023",70,"ES",1,1.1344391,2.0491037,2.3245835,3,3,7,6,5,1,7,6,6,77,77,4,2,4,4,1,1,1,5,10,5,1,2,0,0,0,0,0,1,"66",1,"66",2,1,"66",1,7,3,5,8,5,3,2,3,8,3,2,1953,2,3,3,311,0,2,50,2,77,3,213,0,1,2,4,4,1,7,7
"ESS7e02_3",7,"2.3","23.11.2023",71,"ES",1,1.0247403,2.0491037,2.0997992,4,3,5,5,5,3,3,4,8,66,88,2,5,3,5,8,8,8,5,5,5,1,2,5,0,0,0,0,1,"66",1,"66",2,1,"66",1,5,2,6,88,88,2,2,6,5,1,1,1976,2,6,5,421,1,6,35,6,77,1,113,113,2,2,1,8,2,1,4
"ESS7e02_3",7,"2.3","23.11.2023",75,"ES",1,1.1168365,2.0491037,2.288514,6,1,8,6,6,4,1,88,1,1,6,1,88,88,88,3,8,8,88,88,88,3,1,8,0,0,0,0,1,"66",1,"66",2,1,"66",1,4,2,88,88,88,8,3,1,66,4,2,1931,2,5,1,113,0,2,888,6,1,3,113,113,4,8,8,8,8,8,8
"ESS7e02_3",7,"2.3","23.11.2023",78,"ES",1,1.1821326,2.0491037,2.4223123,6,1,5,8,4,3,6,88,88,66,5,4,3,3,5,1,1,1,3,5,5,2,1,0,0,0,0,0,1,"66",1,"66",2,1,"66",1,8,1,5,5,5,3,2,7,5,4,2,1991,2,6,3,322,1,6,40,1,2,1,8888,8888,3,4,5,3,3,5,6
"ESS7e02_3",7,"2.3","23.11.2023",79,"ES",1,1.1168365,2.0491037,2.288514,4,0,1,5,1,3,0,0,0,66,5,5,1,5,8,2,2,2,8,9,8,3,2,0,0,0,0,0,1,"66",1,"66",2,1,"66",1,10,1,9,5,5,3,3,1,66,2,2,1955,2,1,2,213,1,6,60,6,2,1,113,113,1,1,1,1,1,1,1
"ESS7e02_3",7,"2.3","23.11.2023",80,"ES",1,1.271339,2.0491037,2.6051056,7,6,5,5,1,2,3,5,88,66,5,3,0,7,5,2,4,3,8,2,2,1,2,1,0,0,0,0,1,"66",2,"RU",2,2,"RU",2,7,1,5,2,5,4,3,1,66,3,2,1969,1,4,7,720,1,6,54,1,2,3,720,720,1,1,3,1,1,1,6
"ESS7e02_3",7,"2.3","23.11.2023",82,"ES",1,1.1168365,2.0491037,2.288514,4,1,0,1,1,4,1,0,0,66,5,8,2,3,7,3,3,3,5,4,4,4,1,3,0,0,0,0,1,"66",1,"66",2,1,"66",1,9,1,7,88,4,2,3,1,66,1,2,1940,2,1,1,0,0,2,888,6,3,2,0,0,1,1,2,1,4,1,1
"ESS7e02_3",7,"2.3","23.11.2023",84,"ES",1,1.1168365,2.0491037,2.288514,7,3,2,2,5,2,0,0,0,1,7,3,8,2,1,2,2,2,6,8,3,4,1,2,0,0,0,0,1,"66",1,"66",2,1,"66",1,2,1,1,1,1,3,3,6,5,2,2,1951,2,1,1,113,0,2,40,1,3,2,0,0,1,2,1,1,2,1,1
"ESS7e02_3",7,"2.3","23.11.2023",86,"ES",1,1.0606753,2.0491037,2.1734335,2,2,5,8,3,2,5,7,3,66,5,2,3,4,5,1,1,1,8,5,5,1,2,2,0,0,0,0,2,"DE",2,"DE",2,2,"DE",2,10,1,8,5,5,3,3,1,66,2,1,1994,2,6,4,313,0,2,666,6,5,2,421,421,1,1,5,1,1,2,6
"ESS7e02_3",7,"2.3","23.11.2023",87,"ES",1,1.001482,2.0491037,2.0521405,3,1,3,5,5,2,0,0,0,15,3,0,0,1,8,2,2,4,5,2,2,1,1,7,0,0,0,0,1,"66",1,"66",2,1,"66",1,7,1,8,7,3,1,2,7,8,3,1,1999,2,6,2,213,0,2,666,6,77,2,720,311,1,1,5,1,1,1,1
"ESS7e02_3",7,"2.3","23.11.2023",92,"ES",1,1.1614357,2.0491037,2.3799024,5,1,6,6,6,3,6,6,5,66,6,2,2,6,5,2,2,2,5,8,7,2,1,7,0,0,0,0,1,"66",1,"66",2,1,"66",1,3,2,3,8,3,3,2,2,6,3,2,1967,2,1,2,213,1,6,20,2,77,2,0,0,3,1,2,2,1,4,1
"ESS7e02_3",7,"2.3","23.11.2023",93,"ES",1,1.1614357,2.0491037,2.3799024,4,3,3,4,4,4,5,5,6,66,5,2,2,8,7,1,2,2,7,7,7,2,1,5,0,0,0,0,1,"66",1,"66",2,1,"66",1,6,2,2,1,7,3,2,2,6,2,2,1961,2,1,2,213,1,6,30,2,6,2,0,0,3,3,3,2,2,2,3
"ESS7e02_3",7,"2.3","23.11.2023",94,"ES",1,1.001482,2.0491037,2.0521405,3,3,3,3,2,4,3,5,2,66,4,1,0,2,9,1,1,1,7,8,8,3,2,0,0,0,0,0,2,"MD",2,"MD",2,2,"MD",2,8,2,5,3,8,3,1,7,7,4,1,1983,2,6,1,113,0,2,60,1,77,4,0,0,3,1,4,2,2,2,4
"ESS7e02_3",7,"2.3","23.11.2023",95,"ES",1,0.97328454,2.0491037,1.994361,6,2,3,3,3,3,5,4,6,2,3,6,1,7,7,3,3,3,7,7,7,2,1,5,0,0,0,0,1,"66",1,"66",2,1,"66",1,2,2,2,2,5,3,3,1,66,2,1,1952,2,1,2,213,1,6,60,6,4,2,0,0,3,3,3,2,1,1,1
"ESS7e02_3",7,"2.3","23.11.2023",96,"ES",1,1.0247403,2.0491037,2.0997992,3,2,10,10,8,3,5,5,6,1,7,5,4,8,7,3,3,3,3,88,7,3,1,6,0,0,0,0,2,"RO",2,"RO",2,2,"RO",2,12,2,6,5,6,3,2,4,7,4,1,1971,2,1,3,311,1,6,40,1,2,3,213,311,5,1,3,2,3,3,2
"ESS7e02_3",7,"2.3","23.11.2023",98,"ES",1,1.4984535,2.0491037,3.0704865,5,2,5,5,3,2,4,5,5,66,4,3,3,7,6,2,2,2,6,8,7,2,1,3,0,0,0,0,1,"66",1,"66",2,1,"66",1,8,2,4,5,5,3,2,4,8,4,1,1970,2,1,7,720,1,6,37,6,5,2,0,0,2,5,5,2,2,4,3
"ESS7e02_3",7,"2.3","23.11.2023",99,"ES",1,0.97328454,2.0491037,1.994361,3,2,6,8,7,4,8,7,8,1,7,5,6,5,6,3,3,3,4,5,4,2,1,7,0,0,0,0,1,"66",1,"66",2,1,"66",1,4,3,3,7,2,2,2,7,8,4,1,1937,2,1,1,113,0,2,48,6,5,2,8888,8888,2,1,2,2,3,1,1
"ESS7e02_3",7,"2.3","23.11.2023",100,"ES",1,1.271339,2.0491037,2.6051056,7,3,4,5,7,1,2,5,2,6,3,3,4,2,8,1,1,1,2,9,5,3,2,5,0,0,0,0,1,"66",1,"66",2,1,"66",1,3,1,6,2,2,2,2,7,5,3,2,1970,2,1,6,620,1,6,35,2,6,2,421,0,1,1,1,1,1,1,1
"ESS7e02_3",7,"2.3","23.11.2023",103,"ES",1,1.4455411,2.0491037,2.9620638,1,1,7,7,6,2,5,7,3,66,3,0,0,3,8,1,1,1,10,10,10,1,2,5,0,0,0,0,1,"66",1,"66",2,1,"66",1,8,2,5,6,5,1,3,5,5,4,1,1986,2,6,7,720,1,6,50,1,4,1,720,313,1,6,3,1,2,4,6
"ESS7e02_3",7,"2.3","23.11.2023",104,"ES",1,1.1168365,2.0491037,2.288514,3,3,2,5,0,3,1,88,5,1,5,1,7,88,88,3,4,4,0,0,0,3,1,5,0,0,0,0,1,"66",1,"66",2,1,"66",1,4,3,1,10,5,2,3,1,66,4,2,1942,2,1,1,0,0,2,58,6,3,3,0,0,2,2,5,2,5,2,2
"ESS7e02_3",7,"2.3","23.11.2023",106,"ES",1,0.99524975,2.0491037,2.03937,3,1,7,5,7,2,3,4,6,77,6,4,4,4,7,2,2,2,7,5,5,1,1,5,0,0,0,0,1,"66",1,"66",2,1,"66",1,11,2,8,5,4,2,3,2,5,3,1,1955,2,5,7,800,1,6,40,6,10,1,311,113,2,2,5,2,2,3,3
